marker,consensus,X1,X2,X3,X4,X5,X6,LG
scaffold_15888_1883,55.3,61.43,53.97,NA,NA,66.15,46.37,1
scaffold_86009_799,55.3,61.43,NA,NA,NA,NA,NA,1
242569_K70,55.3,NA,53.68,39.32,32.78,NA,NA,1
scaffold_86009_769,55.3,NA,53.68,39.32,NA,69.13,NA,1
scaffold_29472_3905,56.22,NA,53.97,42.3,32.78,69.13,NA,1
scaffold_17674_2425,58,64.27,56.24,42.3,34.56,69.13,46.37,1
scaffold_10132_4751,58,NA,NA,NA,34.56,NA,NA,1
scaffold_17674_2151,58.14,64.27,56.24,42.3,NA,70.63,NA,1
scaffold_22145_992,58.14,64.27,NA,NA,34.56,NA,NA,1
scaffold_17674_2355,58.14,64.27,56.24,42.3,NA,70.63,NA,1
scaffold_105955_554,58.14,64.27,NA,NA,NA,NA,NA,1
scaffold_17674_2189,58.14,64.27,56.24,42.3,NA,70.63,NA,1
scaffold_17674_2195,58.14,64.27,56.24,42.3,NA,70.63,NA,1
scaffold_22145_994,58.14,64.27,NA,NA,34.56,NA,NA,1
scaffold_23359_736,58.28,NA,56.24,42.3,NA,72.12,NA,1
scaffold_178819_151,58.28,NA,56.24,NA,NA,NA,NA,1
scaffold_22145_997,58.28,NA,56.24,42.3,35.75,NA,NA,1
scaffold_87722_519,58.28,NA,56.24,42.3,NA,70.63,NA,1
scaffold_87722_526,58.28,NA,56.24,42.3,NA,70.63,NA,1
scaffold_4844_3525,60.76,NA,58.52,47.08,NA,NA,NA,1
scaffold_25405_879,62.75,69.12,60.51,47.08,NA,72.12,NA,1
scaffold_25405_895,62.75,NA,60.51,47.08,NA,72.12,56.97,1
scaffold_25405_908,62.75,NA,60.51,47.08,NA,72.12,56.97,1
1trimcontig440230,62.75,NA,NA,47.08,35.75,NA,NA,1
scaffold_30788_3800,62.99,69.12,NA,NA,NA,NA,NA,1
scaffold_18085_4194,62.99,69.12,NA,NA,35.75,NA,NA,1
scaffold_1447_12035,62.99,NA,NA,NA,35.75,NA,56.97,1
SCF59248,62.99,NA,NA,NA,35.75,NA,NA,1
scaffold_1447_12107,62.99,NA,NA,NA,35.75,NA,56.97,1
scaffold_23849_3755,63.89,70.02,62.17,51.26,NA,72.12,NA,1
scaffold_72495_1145,63.89,70.02,62.17,NA,NA,NA,NA,1
SCF102347,64.25,70.02,63.63,NA,35.75,NA,NA,1
scaffold_120553_245,64.25,70.25,NA,NA,38.13,NA,NA,1
scaffold_8_9904,64.25,NA,62.17,51.26,NA,NA,NA,1
scaffold_120553_193,64.25,NA,62.17,51.26,NA,76.61,56.97,1
scaffold_8_9959,65.43,NA,NA,NA,38.13,NA,NA,1
scaffold_12191_2925,65.43,NA,NA,NA,38.13,NA,56.97,1
scaffold_12660_440,65.74,NA,NA,NA,NA,NA,56.97,1
scaffold_56373_2256,66.53,NA,NA,NA,NA,76.61,NA,1
scaffold_55812_1447,67.24,73.95,NA,51.26,NA,76.61,NA,1
scaffold_38000_2149,67.24,NA,66.76,51.26,NA,76.61,NA,1
scaffold_62235_1297,67.24,NA,66.76,51.26,40.52,76.61,NA,1
scaffold_2511_7388,67.24,NA,NA,51.26,NA,79.6,58.47,1
scaffold_1308_10338,67.82,73.95,66.76,NA,40.52,NA,58.47,1
scaffold_1882_4031,67.82,73.95,NA,NA,40.52,NA,58.47,1
scaffold_1308_10342,67.82,73.95,66.76,NA,40.52,NA,58.47,1
scaffold_18995_3804,67.82,73.95,NA,NA,NA,NA,NA,1
scaffold_25310_4356,67.82,NA,66.76,NA,40.52,NA,58.47,1
scaffold_13331_170,67.82,NA,NA,54.83,NA,79.6,58.47,1
scaffold_58464_535,67.82,NA,NA,NA,40.52,NA,58.47,1
scaffold_1882_4015,67.82,NA,NA,NA,40.52,NA,58.47,1
scaffold_31560_3806,67.82,NA,NA,NA,NA,NA,58.47,1
scaffold_81148_991,68.75,NA,66.76,54.83,40.52,84.08,59.96,1
scaffold_2119_6852,69.31,NA,NA,54.83,NA,84.08,59.96,1
scaffold_24926_462,70.8,NA,NA,54.83,NA,84.08,61.45,1
scaffold_220971_127,71.14,77.85,NA,NA,NA,NA,NA,1
scaffold_5332_2697,71.14,78.16,67.34,57.22,44.09,84.08,61.45,1
scaffold_24204_1142,73.53,NA,71.6,NA,NA,NA,NA,1
scaffold_24204_1208,73.53,NA,71.6,NA,NA,NA,NA,1
scaffold_24204_1211,73.53,NA,71.6,NA,NA,NA,NA,1
scaffold_70204_1236,74,NA,71.6,61.01,NA,88.57,NA,1
scaffold_119621_277,74,NA,71.6,61.29,NA,84.08,62.95,1
scaffold_34549_2167,74,NA,NA,61.01,NA,NA,NA,1
scaffold_5270_4642,74,NA,NA,61.01,NA,88.57,NA,1
scaffold_35265_2858,74,NA,NA,NA,NA,84.08,64.44,1
scaffold_35265_2899,74,NA,NA,NA,NA,84.08,64.44,1
scaffold_59364_401,74.28,77.85,NA,61.29,NA,NA,NA,1
scaffold_34549_1228,74.28,NA,NA,61.01,NA,88.57,65.93,1
scaffold_50786_1268,74.28,NA,NA,61.29,NA,NA,NA,1
scaffold_53970_2131,74.28,NA,NA,61.29,NA,NA,NA,1
scaffold_28885_1664,76.08,82.79,NA,NA,48.87,NA,NA,1
scaffold_104714_73,76.08,82.79,74.15,NA,48.87,NA,65.93,1
scaffold_28885_1694,76.08,82.79,NA,NA,48.87,NA,NA,1
scaffold_23247_1453,76.08,NA,NA,NA,48.87,NA,NA,1
scaffold_7704_6652,76.08,NA,NA,NA,NA,88.57,65.93,1
scaffold_7704_6677,76.08,NA,NA,NA,NA,88.57,65.93,1
scf11l,76.17,NA,NA,63.44,48.87,NA,NA,1
scaffold_4292_3103,76.17,NA,NA,NA,48.87,NA,65.93,1
scaffold_26291,76.43,NA,NA,63.44,NA,NA,NA,1
scaffold_3315_926,76.55,84.49,74.15,NA,NA,NA,NA,1
scaffold_177375_210,77.27,NA,NA,NA,50.06,NA,NA,1
1trimcontig238795,77.27,NA,NA,NA,50.06,NA,NA,1
scaffold_177375_241,77.27,NA,NA,NA,50.06,NA,NA,1
scaffold_1399_7325,77.4,84.49,NA,NA,NA,NA,NA,1
scaffold_23562_4626,77.4,84.49,NA,NA,50.65,NA,NA,1
scaffold_22_11172,77.4,85.34,80.72,63.44,48.87,88.57,NA,1
scaffold_22_11196,77.4,85.34,80.72,63.44,48.87,88.57,NA,1
scaffold_41901_298,77.86,NA,NA,NA,50.65,NA,65.93,1
scaffold_29336_265,78.6,85.34,NA,NA,51.85,NA,NA,1
scaffold_35108_2163,81.39,89.33,81.57,NA,NA,NA,NA,1
scaffold_22192_2071,81.39,89.33,81.57,68.22,NA,NA,NA,1
scaffold_22192_4274,81.39,89.33,81.57,68.22,NA,NA,NA,1
scaffold_78314_1267,81.39,89.33,81.57,68.22,51.25,88.57,NA,1
scaffold_35108_2080,81.39,NA,81.57,NA,NA,NA,NA,1
scaffold_4184_766,81.39,NA,81.57,68.22,NA,NA,NA,1
scaffold_9812_7345,81.39,NA,81.57,68.22,NA,88.57,65.93,1
scaffold_93026_936,81.39,NA,NA,68.22,51.85,88.57,NA,1
scaffold_35108_2089,82.85,NA,NA,NA,51.85,NA,NA,1
scaffold_93026_883,82.85,NA,NA,NA,51.85,NA,NA,1
scaffold_26887_942,82.85,NA,NA,NA,51.85,NA,NA,1
scaffold_93026_886,82.85,NA,NA,NA,51.85,NA,NA,1
scaffold_4180_1919,83.77,NA,82.99,70.6,NA,NA,NA,1
scaffold_4180_1926,83.77,NA,82.99,70.6,NA,NA,NA,1
scaffold_16235_5089,85.23,93.89,84.13,NA,NA,NA,NA,1
scaffold_5299_7068,85.23,NA,85.27,NA,54.23,NA,NA,1
scaffold_77055_270,85.23,NA,85.27,NA,54.23,NA,NA,1
SCF11186,85.23,NA,NA,NA,54.23,NA,NA,1
1trimcontig179737,85.57,NA,NA,75.38,54.23,NA,NA,1
scaffold_20176_1206,88.55,NA,85.27,75.38,57.21,96.09,NA,1
scaffold_4476_2515,88.55,NA,NA,75.38,NA,96.09,NA,1
scaffold_3121_10812,88.55,NA,NA,75.38,NA,NA,NA,1
scaffold_20176_973,88.55,NA,NA,75.38,NA,NA,NA,1
vm23232,88.91,99.59,NA,75.38,NA,NA,NA,1
scaffold_208552_89,88.91,NA,85.27,NA,NA,NA,NA,1
scaffold_83550_1274,88.91,NA,85.27,77.76,NA,96.09,70.42,1
scaffold_10376_2956,89.4,99.59,85.27,NA,58.4,NA,NA,1
scaffold_9212_6745,90.51,NA,NA,77.76,NA,96.09,NA,1
scaffold_119452_364,90.51,NA,NA,77.76,NA,96.09,NA,1
scaffold_10376_3074,90.93,99.59,NA,77.76,NA,NA,NA,1
scaffold_105165_459,92.18,NA,NA,79.55,NA,97.58,70.42,1
scaffold_105165_461,92.18,NA,NA,79.55,NA,97.58,70.42,1
scaffold_105165_468,92.18,NA,NA,79.55,NA,97.58,70.42,1
scaffold_74837_389,92.36,101.02,NA,NA,NA,97.58,NA,1
scaffold_25202_2559,92.36,101.02,89.25,79.55,NA,97.58,NA,1
scaffold_4295_3383,92.36,101.02,NA,NA,NA,NA,NA,1
scaffold_37124_691,92.36,101.02,NA,NA,NA,NA,NA,1
scaffold_25202_2628,92.89,101.02,89.25,80.14,63.75,97.58,NA,1
scaffold_55945_713,92.89,101.02,NA,80.14,NA,NA,NA,1
scaffold_4295_3439,92.89,NA,89.25,NA,NA,NA,NA,1
scaffold_4447_7543,92.89,NA,89.25,NA,NA,NA,NA,1
scaffold_57438_750,92.89,NA,89.25,NA,NA,NA,NA,1
scaffold_74837_396,92.89,NA,89.25,NA,NA,NA,NA,1
1trimcontig239742,92.89,NA,NA,79.55,63.17,NA,NA,1
SCF149633,92.89,NA,NA,79.55,63.17,NA,NA,1
scaffold_36351_426,92.95,NA,NA,80.14,NA,NA,NA,1
scaffold_10652_604,92.95,NA,NA,80.14,NA,NA,NA,1
scf8l,94.75,NA,NA,80.74,63.75,NA,NA,1
scaffold_25202_2578,94.75,NA,NA,NA,63.75,NA,NA,1
GVC-C347_380,94.75,NA,NA,NA,63.75,NA,NA,1
scaffold_33693_971,94.93,101.02,NA,NA,NA,103.51,79.47,1
scaffold_33693_976,94.93,101.02,NA,NA,NA,103.51,79.47,1
SCF3362,94.93,NA,89.25,NA,64.35,NA,NA,1
scaffold_718_4495,94.93,NA,NA,NA,63.75,NA,79.47,1
SCF173212,95.35,NA,NA,NA,64.35,NA,NA,1
scaffold_185_4067,95.35,NA,NA,NA,64.35,NA,79.47,1
scaffold_33693_964,95.35,NA,NA,NA,64.35,NA,79.47,1
scaffold_1825_2668,96.39,106.35,94.96,80.74,64.35,NA,NA,1
SCF30816,96.39,NA,89.25,NA,79.29,NA,NA,1
scaffold_1825_2736,97.96,106.62,94.96,83.71,64.35,NA,NA,1
scaffold_13468_4506,97.96,108.11,94.96,80.74,NA,105.05,79.47,1
scaffold_81716_1234,100.35,NA,NA,86.1,NA,NA,NA,1
scaffold_357_3567,100.35,NA,NA,86.1,NA,NA,NA,1
1trimcontig182430,100.35,NA,NA,86.1,NA,NA,NA,1
scaffold_13082_2198,100.74,NA,98.94,NA,NA,NA,NA,1
scaffold_22372_4239,100.74,NA,98.94,NA,NA,NA,NA,1
scaffold_23231_3533,100.74,NA,98.94,NA,NA,NA,NA,1
scaffold_120913_200,101.03,NA,99.23,NA,NA,NA,NA,1
scaffold_120913_306,101.03,NA,99.23,NA,NA,NA,NA,1
scaffold_120913_399,101.03,NA,99.23,NA,NA,NA,NA,1
scaffold_120913_429,101.03,NA,99.23,NA,NA,NA,NA,1
scaffold_12871_3707,101.03,NA,99.23,NA,NA,NA,NA,1
scaffold_29057_3354,101.6,110.67,NA,NA,NA,NA,NA,1
scaffold_13082_2190,101.6,110.67,NA,NA,NA,NA,NA,1
scaffold_13178_3759,102.54,110.67,NA,NA,72.15,NA,NA,1
scaffold_15803_354,102.73,111.8,NA,88.48,NA,105.05,83.96,1
scaffold_33830_310,102.73,111.8,99.23,88.48,72.15,105.05,NA,1
scaffold_20280_2588,102.73,111.8,102.36,88.48,NA,NA,NA,1
scaffold_20280_2609,102.73,111.8,102.36,88.48,NA,NA,NA,1
scaffold_21342_3504,102.73,111.8,NA,88.48,72.15,105.05,NA,1
scaffold_21342_3517,102.73,111.8,NA,88.48,NA,NA,NA,1
scaffold_23231_3543,102.73,111.8,NA,NA,NA,NA,NA,1
scaffold_49208_980,102.73,111.8,NA,NA,NA,NA,89.93,1
scaffold_49208_996,102.73,111.8,NA,NA,NA,NA,89.93,1
SCF117157,102.73,NA,NA,88.48,NA,105.05,83.96,1
scaffold_17261_2727,102.73,NA,NA,88.48,NA,NA,NA,1
scaffold_33830_309,102.73,NA,NA,88.48,NA,105.05,NA,1
scaffold_60018_985,102.73,NA,NA,88.48,NA,NA,NA,1
scaffold_32417_1276,102.73,NA,NA,NA,NA,105.05,83.96,1
scaffold_19539_410,103.15,NA,NA,NA,72.15,NA,NA,1
scaffold_75017_350,105.72,115.24,NA,92.06,73.94,NA,NA,1
scaffold_134769_24,105.72,115.24,NA,92.06,73.94,108.04,83.96,1
scaffold_134769_26,105.72,115.24,NA,92.06,73.94,108.04,83.96,1
scaffold_134769_48,105.72,115.24,NA,92.06,73.94,108.04,83.96,1
scaffold_37308_1692,105.72,115.24,NA,NA,NA,108.04,85.45,1
scaffold_75017_264,105.72,115.24,NA,95.04,73.94,108.04,85.45,1
scaffold_75017_271,105.72,115.24,NA,95.04,73.94,108.04,85.45,1
scaffold_75017_368,105.72,115.24,NA,92.06,73.94,NA,NA,1
scaffold_75017_369,105.72,115.24,NA,92.06,73.94,NA,NA,1
scaffold_85998_175,105.72,115.24,NA,92.06,NA,NA,NA,1
scaffold_85998_177,105.72,115.24,NA,92.06,NA,NA,NA,1
scaffold_12760_4346,105.72,NA,NA,92.06,NA,NA,NA,1
scaffold_30424_1045,105.72,NA,NA,92.06,73.94,NA,NA,1
scaffold_53004_1821,105.72,NA,NA,95.04,NA,105.05,NA,1
scaffold_32417_1192,105.72,NA,NA,NA,NA,108.04,83.96,1
scaffold_32417_1191,106.17,115.24,NA,NA,74.53,NA,NA,1
scaffold_12748_4086,106.91,117.21,NA,95.04,74.53,NA,NA,1
scaffold_12748_4096,106.91,117.21,NA,95.04,NA,NA,NA,1
scaffold_12748_4108,106.91,117.21,NA,95.04,NA,NA,NA,1
scaffold_12748_4113,106.91,117.21,NA,95.04,NA,NA,NA,1
scaffold_143834_336,106.91,117.21,NA,NA,74.53,NA,NA,1
scaffold_143834_346,106.91,117.21,NA,NA,74.53,NA,NA,1
SCF23691,106.91,NA,105.48,95.04,74.53,NA,NA,1
scaffold_40112_1958,106.91,NA,NA,95.04,NA,NA,NA,1
SCF39242,106.91,NA,NA,95.04,74.53,NA,NA,1
scaffold_32660_3157,106.91,NA,NA,96.23,NA,NA,NA,1
SCF69981,106.91,NA,NA,97.42,74.53,NA,NA,1
scaffold_15885_2425,106.91,NA,NA,NA,74.53,NA,NA,1
scaffold_21220_951,106.91,NA,NA,NA,74.53,NA,NA,1
scaffold_64976_957,107.38,NA,105.58,NA,NA,NA,NA,1
scaffold_3011_100,107.52,NA,105.72,NA,NA,NA,NA,1
scaffold_29457_199,107.69,117.21,NA,97.42,NA,NA,NA,1
scaffold_56057_466,107.69,117.21,NA,NA,NA,NA,NA,1
scaffold_3011_105,107.69,117.21,105.89,NA,NA,NA,NA,1
scaffold_1263_678,108.1,NA,NA,99.2,NA,108.04,NA,1
vm89040,108.1,NA,NA,99.2,75.72,NA,NA,1
SCF29735,108.1,NA,NA,99.2,75.72,NA,NA,1
scaffold_12667_2566,108.1,NA,NA,99.2,NA,108.04,NA,1
scaffold_14392_2540,108.1,NA,NA,NA,75.72,NA,NA,1
scaffold_55690_808,108.1,NA,NA,NA,75.72,NA,NA,1
scaffold_8541_630,109.29,NA,NA,100.39,76.91,108.04,NA,1
scaffold_2363_13188,110.2,NA,NA,100.39,77.51,117.07,89.93,1
scaffold_2363_13195,110.2,NA,NA,100.39,77.51,117.07,89.93,1
scaffold_20974_630,110.2,NA,NA,NA,NA,NA,89.93,1
scaffold_7741_2262,110.2,NA,NA,NA,NA,NA,89.93,1
scaffold_56474_920,110.2,NA,NA,NA,NA,NA,89.93,1
scaffold_56474_949,110.2,NA,NA,NA,NA,NA,89.93,1
SCF125768,110.2,NA,NA,NA,NA,NA,89.93,1
SCF142785,110.2,NA,NA,NA,NA,NA,89.93,1
SCF42549,110.2,NA,NA,NA,NA,NA,89.93,1
scaffold_12386_3788,111.98,NA,NA,NA,79.29,NA,NA,1
SCF208509,111.98,NA,NA,NA,79.29,NA,NA,1
scaffold_155015_128,112.82,NA,111.02,NA,79.29,NA,89.93,1
scaffold_14647_1415,113.13,NA,111.02,NA,NA,NA,NA,1
scaffold_34330_3092,113.13,NA,111.02,NA,79.29,NA,NA,1
scaffold_35593_3209,113.13,NA,111.02,NA,NA,NA,NA,1
scaffold_48000_2086,113.13,NA,111.02,NA,NA,NA,NA,1
scaffold_86480_585,113.13,NA,111.02,NA,NA,NA,NA,1
scaffold_48000_2071,113.92,126.08,111.02,106.98,79.29,117.07,NA,1
scaffold_50439_2370,113.92,126.08,111.02,106.98,79.29,117.07,NA,1
scaffold_50439_2379,113.92,NA,111.02,NA,NA,117.07,NA,1
SCF172019,113.92,NA,NA,106.98,79.29,NA,NA,1
SCF153722,113.92,NA,NA,106.98,79.29,117.07,89.93,1
scaffold_73469_1298,113.92,NA,NA,NA,NA,117.07,89.93,1
scaffold_50439_2380,114.75,126.08,111.02,106.98,NA,117.07,NA,1
scaffold_50439_2377,114.75,126.08,111.02,106.98,NA,117.07,NA,1
scaffold_4354_5518,114.75,NA,NA,106.98,NA,117.07,NA,1
scaffold_50439_2378,114.75,NA,NA,106.98,NA,117.07,NA,1
scaffold_77830_839,114.75,NA,NA,NA,NA,117.07,NA,1
scaffold_78313_985,114.75,NA,NA,NA,NA,117.07,NA,1
SCF68870,115.88,NA,NA,106.98,NA,NA,NA,1
SCF31394,0,NA,NA,0,0,0,NA,2
SCF77145,0,NA,NA,NA,0,NA,NA,2
SCF180863,1.11E-16,NA,NA,0,0,NA,NA,2
scaffold_10676_6243,0.6,NA,0,0,0,0,NA,2
scaffold_13509_2315,0.6,NA,NA,0,0,0,2.99,2
scaffold_13509_2317,0.6,NA,NA,0,0,0,2.99,2
scaffold_13509_2319,0.6,NA,NA,0,0,0,2.99,2
scaffold_2384_2172,0.6,NA,NA,0.6,NA,NA,NA,2
scaffold_9857_2071,0.6,NA,NA,0.6,NA,0,NA,2
scaffold_83870_340,1.2,NA,0,0.6,0,NA,NA,2
scaffold_20949_637,1.79,0,NA,2.38,NA,0,NA,2
scaffold_89883_102,1.79,0,NA,NA,0,NA,2.99,2
scaffold_3096_4391,1.79,0,NA,0.6,NA,0,NA,2
SCF22434,1.79,0,NA,0.6,NA,NA,NA,2
1trimcontig178358,1.79,NA,NA,0.6,1.79,0,2.99,2
scaffold_2541_816,1.79,NA,NA,NA,1.79,NA,NA,2
scaffold_2541_767,1.79,NA,NA,NA,1.79,NA,NA,2
scaffold_147251_269,1.79,NA,NA,NA,1.79,NA,NA,2
scaffold_43659_2956,2.26,0,NA,NA,NA,0,NA,2
scaffold_9857_1606,2.38,0,NA,NA,NA,NA,2.99,2
scaffold_36026_1634,2.38,0,NA,3.57,NA,0,NA,2
scaffold_9857_2056,2.38,0,NA,NA,NA,NA,NA,2
scaffold_13767_3213,2.38,NA,NA,2.38,2.98,NA,NA,2
scaffold_3676_5270,2.38,NA,NA,NA,NA,2.99,0,2
scaffold_12021_5513,2.38,NA,NA,NA,NA,2.99,0,2
scaffold_12021_5517,2.38,NA,NA,NA,NA,2.99,0,2
scaffold_12021_5515,2.38,NA,NA,NA,NA,2.99,0,2
scaffold_2976_6488,2.98,0,NA,NA,2.98,NA,5.98,2
scaffold_30505_2172,2.98,0,0,NA,2.98,NA,2.99,2
scaffold_28974_3273,2.98,0,NA,3.57,9.78,0,NA,2
scaffold_63852_1018,2.98,NA,0,3.57,9.3,NA,NA,2
GVC-C722_207,2.98,NA,NA,3.57,NA,NA,NA,2
scaffold_2584_807,2.98,NA,NA,NA,2.98,NA,2.99,2
scaffold_2584_844,2.98,NA,NA,NA,2.98,NA,2.99,2
scaffold_12021_5334,2.98,NA,NA,NA,NA,NA,2.99,2
scaffold_43659_2933,2.98,NA,NA,NA,NA,NA,2.99,2
scaffold_5473_3860,2.98,NA,NA,NA,NA,NA,2.99,2
scaffold_84361_181,2.98,NA,NA,NA,NA,NA,2.99,2
SCF127382,2.98,NA,NA,NA,NA,NA,2.99,2
scaffold_36026_1605,4.17,NA,0,NA,NA,NA,NA,2
scaffold_2541_856,4.17,NA,0,NA,NA,NA,NA,2
scaffold_14212_2887,4.17,NA,0,NA,NA,NA,NA,2
scaffold_214_19356,4.17,NA,0,NA,NA,NA,NA,2
scaffold_28974_3302,4.17,NA,0,NA,NA,NA,NA,2
scaffold_38482_1050,4.17,NA,0,NA,NA,NA,NA,2
scaffold_79510_407,4.17,NA,0,NA,NA,NA,NA,2
scaffold_89214_1033,4.17,NA,0,NA,NA,NA,NA,2
scaffold_5355_5289,5.06,NA,0.85,8.35,15.41,0,NA,2
scaffold_5355_5299,5.26,NA,0.85,10.73,15.41,0,NA,2
scaffold_5355_5345,5.26,NA,0.85,10.73,15.41,0,NA,2
scaffold_11068_2124,5.75,NA,1.7,NA,NA,NA,NA,2
scaffold_21168_3751,6.45,4.55,1.7,10.73,16.6,NA,NA,2
scaffold_6420_7410,7.44,4.84,NA,NA,NA,NA,NA,2
scaffold_6420_7453,7.44,4.84,NA,NA,NA,NA,NA,2
scaffold_11068_3570,8.03,4.84,3.98,12.62,18.38,12.04,NA,2
scaffold_11068_2064,8.03,4.84,3.98,12.8,18.38,12.04,NA,2
scaffold_18666_1489,8.03,4.84,3.98,NA,NA,NA,7.47,2
scaffold_35837_2667,8.03,NA,NA,NA,NA,NA,7.47,2
scaffold_6895_6201,8.66,6.06,NA,NA,NA,NA,NA,2
SCF74458,11.31,NA,NA,16.86,19.57,NA,NA,2
scf28l,11.31,NA,NA,16.86,19.57,NA,NA,2
scaffold_37691_1239,11.31,NA,NA,NA,20.76,NA,NA,2
SCF965,11.86,NA,NA,16.86,20.76,NA,NA,2
scaffold_15195_272,12.09,NA,NA,16.86,NA,22.65,8.96,2
scaffold_15195_299,12.09,NA,NA,16.86,NA,22.65,8.96,2
scaffold_60325_509,12.85,NA,NA,NA,NA,22.65,8.96,2
scaffold_20344_4796,12.87,NA,8.82,NA,20.76,NA,8.96,2
scaffold_59091_93,13.06,10.8,8.82,18.06,NA,22.65,NA,2
scaffold_4009_1688,13.06,NA,8.82,18.06,21.95,22.65,NA,2
scaffold_4009_5196,13.06,NA,8.82,NA,NA,22.65,NA,2
scaffold_60325_513,13.06,NA,NA,18.06,NA,22.65,NA,2
scaffold_10943_5950,13.2,NA,NA,NA,NA,NA,10.46,2
scaffold_10943_5979,13.2,NA,NA,NA,NA,NA,10.46,2
scaffold_37193_863,13.2,NA,NA,NA,NA,NA,10.46,2
scaffold_30156_3305,13.69,10.8,NA,NA,NA,NA,NA,2
scaffold_59091_171,13.69,10.8,NA,19.83,21.95,22.65,10.46,2
scaffold_53065_1508,13.69,11.09,NA,18.06,NA,22.65,NA,2
scaffold_59091_194,13.69,NA,8.82,NA,24.34,NA,11.95,2
scaffold_21621_4463,13.99,10.8,NA,NA,24.93,NA,NA,2
scaffold_2905_4757,13.99,NA,8.82,NA,24.93,NA,NA,2
SCF26049,13.99,NA,NA,19.83,24.34,NA,NA,2
SCF77376,13.99,NA,NA,NA,24.34,NA,NA,2
scaffold_14281_3522,14.28,11.09,NA,NA,24.93,NA,NA,2
scaffold_2039_12007,14.28,11.09,NA,NA,NA,NA,NA,2
scaffold_2039_12023,14.28,11.09,NA,NA,NA,NA,NA,2
1trimcontig351427,14.28,NA,NA,NA,24.93,NA,NA,2
scaffold_44658_871,14.69,NA,NA,NA,NA,22.65,11.95,2
scaffold_44658_866,14.69,NA,NA,NA,NA,22.65,11.95,2
314761_K63,14.83,NA,NA,19.83,NA,22.65,11.95,2
scaffold_6652_6608,17.05,15.64,12.81,19.83,NA,27.14,NA,2
scaffold_6652_6663,17.05,15.64,12.81,19.83,NA,27.14,NA,2
scaffold_18165_2403,17.05,NA,12.81,NA,NA,NA,NA,2
scaffold_18165_2494,17.05,NA,12.81,NA,NA,NA,11.95,2
scaffold_18165_2517,17.05,NA,12.81,NA,NA,NA,11.95,2
scaffold_5293_2250,17.68,NA,12.81,NA,NA,31.62,14.94,2
scaffold_94_21967,18.83,15.64,NA,NA,NA,31.62,14.94,2
scaffold_4235_7663,19.17,NA,12.81,24.6,34.57,NA,NA,2
scaffold_21885_2681,19.17,NA,NA,22.81,NA,31.62,16.43,2
scaffold_14440_626,19.6,NA,NA,24.6,NA,31.62,NA,2
scaffold_14440_592,21.04,NA,NA,NA,NA,31.62,NA,2
scaffold_14440_636,21.04,NA,NA,NA,NA,31.62,NA,2
scaffold_57811_1716,21.04,NA,NA,NA,NA,31.62,16.43,2
scaffold_8019_6341,21.4,19.34,NA,24.6,NA,31.62,NA,2
scaffold_21380_2128,21.4,19.34,NA,24.6,NA,31.62,NA,2
scaffold_28792_1608,22.53,19.34,NA,NA,34.57,NA,NA,2
scaffold_588_14282,22.53,19.34,NA,NA,34.57,NA,NA,2
scaffold_18254_1032,22.53,19.34,NA,NA,34.57,NA,17.92,2
scaffold_28792_1656,22.53,19.34,NA,NA,34.57,NA,NA,2
scaffold_32004_3608,22.53,19.34,NA,31.77,NA,33.11,NA,2
scaffold_8019_6359,22.53,19.34,NA,NA,34.57,NA,17.92,2
SCF13771,22.53,NA,NA,25.79,34.57,NA,NA,2
scaffold_798_5968,22.53,NA,NA,25.79,34.57,33.11,17.92,2
scaffold_6892_1884,22.53,NA,NA,NA,NA,NA,17.92,2
scaffold_8019_206,22.53,NA,NA,NA,NA,NA,17.92,2
scaffold_8019_211,22.53,NA,NA,NA,NA,NA,17.92,2
scaffold_14052_6230,23.62,NA,19.38,NA,NA,NA,NA,2
scaffold_8755_2482,23.7,20.56,NA,NA,NA,NA,17.92,2
scaffold_8659_3231,23.92,20.56,NA,31.77,NA,37.6,NA,2
scaffold_97957_626,23.92,NA,NA,31.77,34.57,33.11,NA,2
scaffold_97957_613,23.92,NA,NA,31.77,34.57,33.11,NA,2
scaffold_121393_268,23.92,NA,NA,31.77,NA,33.11,NA,2
scaffold_49612_430,23.92,NA,NA,NA,34.57,NA,NA,2
29080_K63,23.92,NA,NA,NA,34.57,NA,NA,2
scaffold_50215_1124,24.15,NA,NA,NA,NA,NA,19.42,2
scaffold_24850_1925,24.81,NA,NA,31.77,NA,37.6,NA,2
scaffold_42460_234,25.62,22.43,NA,NA,NA,NA,NA,2
scaffold_64776_1169,25.62,22.43,NA,NA,NA,NA,NA,2
scaffold_63671_1144,25.64,NA,NA,NA,NA,NA,20.91,2
scaffold_54731_1330,28.18,NA,23.94,35.94,34.57,40.59,NA,2
scaffold_3428_6768,28.18,NA,23.94,NA,NA,NA,22.4,2
scaffold_38278,28.18,NA,NA,35.94,36.96,NA,NA,2
scaffold_64776_1140,28.18,NA,NA,35.94,NA,NA,NA,2
scaffold_64776_966,28.18,NA,NA,35.94,NA,45.07,NA,2
scaffold_67934_526,28.18,NA,NA,NA,36.96,NA,NA,2
scaffold_3428_10483,28.18,NA,NA,NA,36.96,NA,22.4,2
scaffold_43835_1332,28.18,NA,NA,NA,36.96,NA,22.4,2
scaffold_82980_1281,28.18,NA,NA,NA,36.96,NA,22.4,2
scaffold_30508_492,28.18,NA,NA,NA,NA,NA,22.4,2
