marker,LG,Composite Map Position,[BGx(BLxNL)]95,GH1x35,Mullica Queen,Crimson Queen,Mullica Queen,Stevens,Polashock et al. (2014) scaffold,Predicted CDS
scaffold_44369_1307,1,32.27,36.45,NA,14.3,16.08,NA,NA,>scaffold_44369,NA
scaffold_7333_7111,1,32.27,36.45,NA,NA,NA,NA,NA,>scaffold_7333,g10408.t1
scaffold_132563_418,1,32.27,NA,31.95,NA,NA,NA,NA,#N/A,#N/A
scaffold_5513_2545,1,32.27,NA,NA,14.3,NA,NA,NA,>scaffold_5513,NA
scaffold_5513_2568,1,32.27,NA,NA,14.3,NA,NA,NA,#N/A,#N/A
SCF8223,1,32.27,NA,NA,NA,16.08,NA,NA,>scaffold_50527,NA
scaffold_43010_1033,1,32.69,NA,NA,NA,NA,34.46,28.42,>scaffold_43010,NA
scaffold_5152_276,1,32.87,37.3,33.09,NA,16.08,NA,28.42,>scaffold_5152,g8062.t1
scaffold_51660_1253,1,33.47,37.87,33.09,NA,17.28,NA,28.42,>scaffold_51660,NA
scaffold_79987_757,1,33.47,37.87,NA,NA,17.28,NA,28.42,>scaffold_79987,NA
scaffold_57172_1336,1,33.47,37.87,NA,17.88,16.68,NA,NA,>scaffold_57172,NA
scaffold_90664_651,1,33.47,NA,NA,14.3,NA,34.46,29.93,#N/A,#N/A
scaffold_10789_423,1,33.47,NA,NA,NA,17.28,NA,28.42,>scaffold_10789,g13727.t1
scaffold_51963_3413,1,33.69,37.87,NA,NA,17.28,NA,NA,>scaffold_51963,g33389.t1
scaffold_26473_1684,1,33.69,37.87,NA,NA,NA,NA,NA,>scaffold_26473,NA
scaffold_51963_3422,1,33.69,37.87,NA,NA,17.28,NA,NA,#N/A,#N/A
scaffold_51963_3464,1,33.69,37.87,NA,NA,17.28,NA,NA,#N/A,#N/A
scaffold_51963_3465,1,33.69,37.87,NA,NA,17.28,NA,NA,#N/A,#N/A
scaffold_57172_1360,1,33.69,37.87,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_63456_1876,1,33.69,37.87,NA,NA,NA,NA,NA,>scaffold_63456,NA
scaffold_79987_712,1,34.06,NA,34.51,16.09,NA,NA,NA,#N/A,#N/A
scaffold_16102_1339,1,34.07,37.87,NA,17.88,17.28,NA,NA,>scaffold_16102,g17930.t1
scaffold_26473_2692,1,34.07,NA,34.51,16.69,NA,NA,NA,#N/A,#N/A
scaffold_71150,1,34.07,NA,NA,NA,17.28,NA,NA,>scaffold_8408,NA
scaffold_53192_1405,1,35.26,NA,NA,NA,18.47,NA,NA,>scaffold_53192,NA
scaffold_69436_1312,1,35.26,NA,NA,NA,18.47,NA,NA,>scaffold_69436,NA
scaffold_84577_993,1,35.66,NA,NA,17.88,NA,NA,NA,>scaffold_84577,NA
scaffold_2563_1334,1,35.66,NA,NA,17.88,NA,NA,NA,>scaffold_2563,g4675.t1
scaffold_48424_1773,1,35.66,NA,NA,17.88,NA,NA,NA,>scaffold_48424,NA
scaffold_2850_11183,1,35.96,NA,NA,17.88,NA,41.98,37.41,>scaffold_2850,g5072.t1
scaffold_2021_8315,1,36.52,NA,NA,17.88,NA,47.98,37.41,>scaffold_2021,g3900.t1
scaffold_106934_609,1,36.52,NA,NA,17.88,NA,47.98,37.41,>scaffold_106934,NA
scaffold_56836_1453,1,37.46,NA,37.91,NA,NA,NA,38.91,>scaffold_56836,NA
scaffold_6701_1445,1,37.46,NA,37.91,NA,18.47,NA,NA,>scaffold_6701,g9771.t1
scaffold_56836_1478,1,37.46,NA,37.91,NA,NA,NA,38.91,#N/A,#N/A
scaffold_6701_1485,1,37.46,NA,37.91,NA,18.47,NA,NA,#N/A,#N/A
scaffold_60209_1652,1,37.46,NA,38.47,17.88,NA,NA,NA,>scaffold_60209,NA
scaffold_8765_2444,1,37.74,NA,38.47,NA,NA,NA,NA,#N/A,#N/A
scaffold_48424_1719,1,38.02,41.86,38.47,NA,NA,NA,38.91,#N/A,#N/A
scaffold_48424_1730,1,38.02,41.86,38.47,NA,NA,NA,38.91,#N/A,#N/A
scaffold_106934_593,1,38.02,NA,38.47,NA,NA,NA,38.91,#N/A,#N/A
scaffold_89289_215,1,38.02,NA,NA,NA,NA,NA,38.91,>scaffold_89289,NA
scaffold_17020_179,1,39.51,NA,NA,NA,NA,NA,40.4,>scaffold_17020,g18609.t1
scaffold_24816_4190,1,39.76,43.56,NA,NA,21.44,NA,NA,>scaffold_24816,g23510.t1
SCF142441,1,40.43,NA,NA,22.65,21.44,NA,NA,>scaffold_8110,g11167.t1
162108_K70,1,40.72,NA,NA,22.65,21.44,53.97,NA,>scaffold_34,g153.t1
scaffold_36632_1209,1,41.32,NA,NA,NA,22.04,NA,NA,>scaffold_36632,NA
scaffold_23861_249,1,41.32,NA,NA,NA,22.04,NA,NA,>scaffold_23861,g22978.t1
scaffold_42437_2728,1,41.32,NA,NA,NA,22.04,NA,NA,>scaffold_42437,NA
scaffold_36632_1228,1,41.32,NA,NA,NA,22.04,NA,NA,#N/A,#N/A
scaffold_28685_1160,1,44.04,47.84,NA,NA,NA,NA,40.4,>scaffold_28685,NA
scaffold_28685_1255,1,44.33,47.84,45.34,26.83,NA,NA,NA,#N/A,#N/A
scaffold_9500_1026,1,44.33,NA,45.34,26.83,22.04,53.97,NA,>scaffold_9500,NA
scaffold_9500_1040,1,44.33,NA,45.34,26.83,22.04,53.97,NA,#N/A,#N/A
scaffold_9500_1042,1,44.33,NA,45.34,26.83,22.04,53.97,NA,#N/A,#N/A
scaffold_4040_6982,1,44.61,NA,45.34,26.83,NA,53.97,NA,>scaffold_4040,NA
scaffold_4719_7228,1,45.78,NA,45.98,29.81,NA,53.97,NA,>scaffold_4719,g7536.t1
scaffold_2191_10864,1,45.91,NA,46.11,NA,NA,NA,NA,>scaffold_2191,NA
scaffold_109817_651,1,46.1,49.61,NA,33.94,NA,NA,NA,>scaffold_109817,NA
scaffold_58358_2203,1,46.1,49.74,NA,29.81,26.82,53.97,41.89,>scaffold_58358,g34791.t1
scaffold_58358_2222,1,46.1,49.74,NA,NA,26.82,NA,NA,#N/A,#N/A
scaffold_85316_876,1,46.1,49.74,NA,NA,26.82,NA,43.38,>scaffold_85316,NA
scaffold_15191_1140,1,46.1,NA,46.3,29.81,NA,53.97,43.38,>scaffold_15191,NA
scaffold_3828_4011,1,46.1,NA,46.3,29.81,NA,53.97,NA,>scaffold_3828,g6419.t1
scaffold_58358_2070,1,46.1,NA,NA,NA,26.82,NA,NA,#N/A,#N/A
scaffold_1941_10112,1,46.1,NA,NA,NA,26.82,NA,NA,>scaffold_1941,g3783.t1
scaffold_58358_2069,1,46.1,NA,NA,NA,26.82,NA,41.89,#N/A,#N/A
scaffold_65297_1295,1,46.75,50.26,49.77,NA,NA,NA,NA,>scaffold_65297,NA
scaffold_54729_2106,1,48.48,NA,NA,NA,29.2,NA,43.38,>scaffold_54729,NA
scaffold_36507_2247,1,49.91,NA,49.77,33.94,NA,53.97,NA,>scaffold_36507,g28737.t1
scaffold_109817_659,1,49.91,NA,NA,33.94,NA,53.97,NA,#N/A,#N/A
scaffold_43499_2223,1,50.87,NA,NA,34.58,NA,NA,NA,>scaffold_43499,g31137.t1
scaffold_18824,1,50.87,NA,NA,34.58,NA,NA,NA,>scaffold_2073,g3974.t1
scaffold_18380,1,52.06,NA,NA,34.58,32.78,NA,NA,>scaffold_39031,NA
scaffold_4585_8114,1,53.88,60.01,50.84,NA,NA,NA,NA,>scaffold_4585,g7371.t1
scaffold_3916_4622,1,54.74,NA,53.12,NA,NA,NA,NA,>scaffold_3916,NA
scaffold_1845_9975,1,54.74,NA,53.12,NA,NA,NA,NA,>scaffold_1845,g3629.t1
scaffold_4585_4746,1,54.74,NA,53.12,NA,NA,NA,NA,#N/A,#N/A
scaffold_4072_1302,1,55.02,60.01,NA,NA,NA,NA,NA,>scaffold_4072,g6736.t1
scaffold_4072_1319,1,55.02,60.01,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_3916_8681,1,55.02,61.15,53.4,37.54,32.78,66.15,46.37,#N/A,#N/A
scaffold_3916_8685,1,55.02,61.15,53.12,37.54,32.78,66.15,46.37,#N/A,#N/A
scaffold_3916_8718,1,55.02,61.43,NA,37.54,32.78,66.15,46.37,#N/A,#N/A
scaffold_3916_8762,1,55.02,61.43,NA,37.54,32.78,66.15,46.37,#N/A,#N/A
scaffold_20504_3658,1,55.02,NA,NA,37.54,NA,66.15,46.37,>scaffold_20504,NA
SCF121995,1,55.02,NA,NA,37.54,32.78,66.15,44.88,>scaffold_6118,g9106.t1
scaffold_159055_63,1,55.02,NA,NA,37.54,NA,NA,NA,>scaffold_159055,NA
scaffold_5427_6061,1,55.02,NA,NA,37.54,NA,NA,NA,>scaffold_5427,g8384.t1
scaffold_159055_64,1,55.02,NA,NA,37.54,NA,NA,NA,#N/A,#N/A
scaffold_159055_66,1,55.02,NA,NA,37.54,NA,NA,NA,#N/A,#N/A
scaffold_21571_4603,1,55.02,NA,NA,NA,32.78,NA,NA,>scaffold_21571,NA
scaffold_35254_1878,1,55.02,NA,NA,NA,32.78,NA,NA,>scaffold_35254,NA
scaffold_3916_4624,1,55.02,NA,NA,NA,32.78,NA,NA,#N/A,#N/A
scaffold_15888_1876,1,55.3,61.43,53.97,NA,NA,66.15,46.37,>scaffold_15888,g17797.t1
scaffold_15888_1770,1,55.3,61.43,53.97,39.32,32.78,66.15,46.37,#N/A,#N/A
scaffold_21571_4659,1,55.3,61.43,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_15888_4098,1,55.3,61.43,53.68,39.32,32.78,66.15,46.37,#N/A,#N/A
scaffold_86009_795,1,55.3,61.43,53.68,NA,NA,NA,NA,>scaffold_86009,NA
scaffold_6132_4821,1,55.3,61.43,NA,NA,NA,NA,NA,>scaffold_6132,g9123.t1
scaffold_15888_1791,1,55.3,61.43,53.97,39.32,32.78,66.15,46.37,#N/A,#N/A
scaffold_15888_1883,1,55.3,61.43,53.97,NA,NA,66.15,46.37,#N/A,#N/A
scaffold_86009_799,1,55.3,61.43,NA,NA,NA,NA,NA,#N/A,#N/A
242569_K70,1,55.3,NA,53.68,39.32,32.78,NA,NA,>scaffold_47765,NA
scaffold_86009_769,1,55.3,NA,53.68,39.32,NA,69.13,NA,#N/A,#N/A
scaffold_29472_3905,1,56.22,NA,53.97,42.3,32.78,69.13,NA,>scaffold_29472,g25798.t1
scaffold_17674_2425,1,58,64.27,56.24,42.3,34.56,69.13,46.37,>scaffold_17674,NA
scaffold_10132_4751,1,58,NA,NA,NA,34.56,NA,NA,>scaffold_10132,g13125.t1
scaffold_17674_2151,1,58.14,64.27,56.24,42.3,NA,70.63,NA,#N/A,#N/A
scaffold_22145_992,1,58.14,64.27,NA,NA,34.56,NA,NA,>scaffold_22145,g21971.t1
scaffold_17674_2355,1,58.14,64.27,56.24,42.3,NA,70.63,NA,#N/A,#N/A
scaffold_105955_554,1,58.14,64.27,NA,NA,NA,NA,NA,>scaffold_105955,NA
scaffold_17674_2189,1,58.14,64.27,56.24,42.3,NA,70.63,NA,#N/A,#N/A
scaffold_17674_2195,1,58.14,64.27,56.24,42.3,NA,70.63,NA,#N/A,#N/A
scaffold_22145_994,1,58.14,64.27,NA,NA,34.56,NA,NA,#N/A,#N/A
scaffold_23359_736,1,58.28,NA,56.24,42.3,NA,72.12,NA,>scaffold_23359,NA
scaffold_178819_151,1,58.28,NA,56.24,NA,NA,NA,NA,>scaffold_178819,NA
scaffold_22145_997,1,58.28,NA,56.24,42.3,35.75,NA,NA,#N/A,#N/A
scaffold_87722_519,1,58.28,NA,56.24,42.3,NA,70.63,NA,>scaffold_87722,NA
scaffold_87722_526,1,58.28,NA,56.24,42.3,NA,70.63,NA,#N/A,#N/A
scaffold_4844_3525,1,60.76,NA,58.52,47.08,NA,NA,NA,>scaffold_4844,NA
scaffold_25405_879,1,62.75,69.12,60.51,47.08,NA,72.12,NA,>scaffold_25405,NA
scaffold_25405_895,1,62.75,NA,60.51,47.08,NA,72.12,56.97,#N/A,#N/A
scaffold_25405_908,1,62.75,NA,60.51,47.08,NA,72.12,56.97,#N/A,#N/A
1trimcontig440230,1,62.75,NA,NA,47.08,35.75,NA,NA,>scaffold_250,g736.t1
scaffold_30788_3800,1,62.99,69.12,NA,NA,NA,NA,NA,>scaffold_30788,g26425.t1
scaffold_18085_4194,1,62.99,69.12,NA,NA,35.75,NA,NA,>scaffold_18085,NA
scaffold_1447_12035,1,62.99,NA,NA,NA,35.75,NA,56.97,>scaffold_1447,g2961.t1
SCF59248,1,62.99,NA,NA,NA,35.75,NA,NA,>scaffold_7290,g10368.t1
scaffold_1447_12107,1,62.99,NA,NA,NA,35.75,NA,56.97,#N/A,#N/A
scaffold_23849_3755,1,63.89,70.02,62.17,51.26,NA,72.12,NA,>scaffold_23849,NA
scaffold_72495_1145,1,63.89,70.02,62.17,NA,NA,NA,NA,>scaffold_72495,NA
SCF102347,1,64.25,70.02,63.63,NA,35.75,NA,NA,>scaffold_4992,g7854.t1
scaffold_120553_245,1,64.25,70.25,NA,NA,38.13,NA,NA,>scaffold_120553,NA
scaffold_8_9904,1,64.25,NA,62.17,51.26,NA,NA,NA,>scaffold_8,g70.t1
scaffold_120553_193,1,64.25,NA,62.17,51.26,NA,76.61,56.97,#N/A,#N/A
scaffold_8_9959,1,65.43,NA,NA,NA,38.13,NA,NA,#N/A,#N/A
scaffold_12191_2925,1,65.43,NA,NA,NA,38.13,NA,56.97,>scaffold_12191,g14905.t1
scaffold_12660_440,1,65.74,NA,NA,NA,NA,NA,56.97,>scaffold_12660,g15278.t1
scaffold_56373_2256,1,66.53,NA,NA,NA,NA,76.61,NA,>scaffold_56373,NA
scaffold_55812_1447,1,67.24,73.95,NA,51.26,NA,76.61,NA,>scaffold_55812,NA
scaffold_38000_2149,1,67.24,NA,66.76,51.26,NA,76.61,NA,>scaffold_38000,g29302.t1
scaffold_62235_1297,1,67.24,NA,66.76,51.26,40.52,76.61,NA,>scaffold_62235,g35600.t1
scaffold_2511_7388,1,67.24,NA,NA,51.26,NA,79.6,58.47,>scaffold_2511,g4602.t1
scaffold_1308_10338,1,67.82,73.95,66.76,NA,40.52,NA,58.47,>scaffold_1308,g2740.t1
scaffold_1882_4031,1,67.82,73.95,NA,NA,40.52,NA,58.47,>scaffold_1882,g3687.t1
scaffold_1308_10342,1,67.82,73.95,66.76,NA,40.52,NA,58.47,#N/A,#N/A
scaffold_18995_3804,1,67.82,73.95,NA,NA,NA,NA,NA,>scaffold_18995,g19952.t1
scaffold_25310_4356,1,67.82,NA,66.76,NA,40.52,NA,58.47,>scaffold_25310,g23759.t1
scaffold_13331_170,1,67.82,NA,NA,54.83,NA,79.6,58.47,>scaffold_13331,g15839.t1
scaffold_58464_535,1,67.82,NA,NA,NA,40.52,NA,58.47,>scaffold_58464,NA
scaffold_1882_4015,1,67.82,NA,NA,NA,40.52,NA,58.47,#N/A,#N/A
scaffold_31560_3806,1,67.82,NA,NA,NA,NA,NA,58.47,>scaffold_31560,NA
scaffold_81148_991,1,68.75,NA,66.76,54.83,40.52,84.08,59.96,>scaffold_81148,NA
scaffold_2119_6852,1,69.31,NA,NA,54.83,NA,84.08,59.96,>scaffold_2119,g4036.t1
scaffold_24926_462,1,70.8,NA,NA,54.83,NA,84.08,61.45,>scaffold_24926,g23566.t1
scaffold_220971_127,1,71.14,77.85,NA,NA,NA,NA,NA,>scaffold_220971,NA
scaffold_5332_2697,1,71.14,78.16,67.34,57.22,44.09,84.08,61.45,>scaffold_5332,g8281.t1
scaffold_24204_1142,1,73.53,NA,71.6,NA,NA,NA,NA,>scaffold_24204,NA
scaffold_24204_1208,1,73.53,NA,71.6,NA,NA,NA,NA,#N/A,#N/A
scaffold_24204_1211,1,73.53,NA,71.6,NA,NA,NA,NA,#N/A,#N/A
scaffold_70204_1236,1,74,NA,71.6,61.01,NA,88.57,NA,>scaffold_70204,NA
scaffold_119621_277,1,74,NA,71.6,61.29,NA,84.08,62.95,>scaffold_119621,NA
scaffold_34549_2167,1,74,NA,NA,61.01,NA,NA,NA,>scaffold_34549,NA
scaffold_5270_4642,1,74,NA,NA,61.01,NA,88.57,NA,>scaffold_5270,g8190.t1
scaffold_35265_2858,1,74,NA,NA,NA,NA,84.08,64.44,>scaffold_35265,NA
scaffold_35265_2899,1,74,NA,NA,NA,NA,84.08,64.44,#N/A,#N/A
scaffold_59364_401,1,74.28,77.85,NA,61.29,NA,NA,NA,>scaffold_59364,NA
scaffold_34549_1228,1,74.28,NA,NA,61.01,NA,88.57,65.93,#N/A,#N/A
scaffold_50786_1268,1,74.28,NA,NA,61.29,NA,NA,NA,>scaffold_50786,NA
scaffold_53970_2131,1,74.28,NA,NA,61.29,NA,NA,NA,>scaffold_53970,NA
scaffold_28885_1664,1,76.08,82.79,NA,NA,48.87,NA,NA,>scaffold_28885,NA
scaffold_104714_73,1,76.08,82.79,74.15,NA,48.87,NA,65.93,>scaffold_104714,NA
scaffold_28885_1694,1,76.08,82.79,NA,NA,48.87,NA,NA,#N/A,#N/A
scaffold_23247_1453,1,76.08,NA,NA,NA,48.87,NA,NA,>scaffold_23247,g22612.t1
scaffold_7704_6652,1,76.08,NA,NA,NA,NA,88.57,65.93,>scaffold_7704,NA
scaffold_7704_6677,1,76.08,NA,NA,NA,NA,88.57,65.93,#N/A,#N/A
scf11l,1,76.17,NA,NA,63.44,48.87,NA,NA,>scaffold_2049,g3938.t1
scaffold_4292_3103,1,76.17,NA,NA,NA,48.87,NA,65.93,>scaffold_4292,g7010.t1
scaffold_26291,1,76.43,NA,NA,63.44,NA,NA,NA,>scaffold_18464,g19596.t1
scaffold_3315_926,1,76.55,84.49,74.15,NA,NA,NA,NA,>scaffold_3315,g5732.t1
scaffold_177375_210,1,77.27,NA,NA,NA,50.06,NA,NA,>scaffold_177375,NA
1trimcontig238795,1,77.27,NA,NA,NA,50.06,NA,NA,>scaffold_2946,g5204.t1
scaffold_177375_241,1,77.27,NA,NA,NA,50.06,NA,NA,#N/A,#N/A
scaffold_1399_7325,1,77.4,84.49,NA,NA,NA,NA,NA,>scaffold_1399,g2884.t1
scaffold_23562_4626,1,77.4,84.49,NA,NA,50.65,NA,NA,>scaffold_23562,NA
scaffold_22_11172,1,77.4,85.34,80.72,63.44,48.87,88.57,NA,>scaffold_22,g121.t1
scaffold_22_11196,1,77.4,85.34,80.72,63.44,48.87,88.57,NA,#N/A,#N/A
scaffold_41901_298,1,77.86,NA,NA,NA,50.65,NA,65.93,>scaffold_41901,NA
scaffold_29336_265,1,78.6,85.34,NA,NA,51.85,NA,NA,>scaffold_29336,g25737.t1
scaffold_35108_2163,1,81.39,89.33,81.57,NA,NA,NA,NA,>scaffold_35108,NA
scaffold_22192_2071,1,81.39,89.33,81.57,68.22,NA,NA,NA,>scaffold_22192,NA
scaffold_22192_4274,1,81.39,89.33,81.57,68.22,NA,NA,NA,#N/A,#N/A
scaffold_78314_1267,1,81.39,89.33,81.57,68.22,51.25,88.57,NA,>scaffold_78314,NA
scaffold_35108_2080,1,81.39,NA,81.57,NA,NA,NA,NA,#N/A,#N/A
scaffold_4184_766,1,81.39,NA,81.57,68.22,NA,NA,NA,>scaffold_4184,g6870.t1
scaffold_9812_7345,1,81.39,NA,81.57,68.22,NA,88.57,65.93,>scaffold_9812,g12802.t1
scaffold_93026_936,1,81.39,NA,NA,68.22,51.85,88.57,NA,>scaffold_93026,NA
scaffold_35108_2089,1,82.85,NA,NA,NA,51.85,NA,NA,#N/A,#N/A
scaffold_93026_883,1,82.85,NA,NA,NA,51.85,NA,NA,#N/A,#N/A
scaffold_26887_942,1,82.85,NA,NA,NA,51.85,NA,NA,>scaffold_26887,g24570.t1
scaffold_93026_886,1,82.85,NA,NA,NA,51.85,NA,NA,#N/A,#N/A
scaffold_4180_1919,1,83.77,NA,82.99,70.6,NA,NA,NA,>scaffold_4180,g6867.t1
scaffold_4180_1926,1,83.77,NA,82.99,70.6,NA,NA,NA,#N/A,#N/A
scaffold_16235_5089,1,85.23,93.89,84.13,NA,NA,NA,NA,>scaffold_16235,g18021.t1
scaffold_5299_7068,1,85.23,NA,85.27,NA,54.23,NA,NA,>scaffold_5299,g8241.t1
scaffold_77055_270,1,85.23,NA,85.27,NA,54.23,NA,NA,>scaffold_77055,NA
SCF11186,1,85.23,NA,NA,NA,54.23,NA,NA,>scaffold_24704,NA
1trimcontig179737,1,85.57,NA,NA,75.38,54.23,NA,NA,>scaffold_4511,g7274.t1
scaffold_20176_1206,1,88.55,NA,85.27,75.38,57.21,96.09,NA,>scaffold_20176,NA
scaffold_4476_2515,1,88.55,NA,NA,75.38,NA,96.09,NA,>scaffold_4476,g7236.t1
scaffold_3121_10812,1,88.55,NA,NA,75.38,NA,NA,NA,>scaffold_3121,g5459.t1
scaffold_20176_973,1,88.55,NA,NA,75.38,NA,NA,NA,#N/A,#N/A
vm23232,1,88.91,99.59,NA,75.38,NA,NA,NA,>scaffold_69372,NA
scaffold_208552_89,1,88.91,NA,85.27,NA,NA,NA,NA,>scaffold_208552,NA
scaffold_83550_1274,1,88.91,NA,85.27,77.76,NA,96.09,70.42,>scaffold_83550,NA
scaffold_10376_2956,1,89.4,99.59,85.27,NA,58.4,NA,NA,>scaffold_10376,g13358.t1
scaffold_9212_6745,1,90.51,NA,NA,77.76,NA,96.09,NA,>scaffold_9212,NA
scaffold_119452_364,1,90.51,NA,NA,77.76,NA,96.09,NA,>scaffold_119452,NA
scaffold_10376_3074,1,90.93,99.59,NA,77.76,NA,NA,NA,#N/A,#N/A
scaffold_105165_459,1,92.18,NA,NA,79.55,NA,97.58,70.42,>scaffold_105165,NA
scaffold_105165_461,1,92.18,NA,NA,79.55,NA,97.58,70.42,#N/A,#N/A
scaffold_105165_468,1,92.18,NA,NA,79.55,NA,97.58,70.42,#N/A,#N/A
scaffold_74837_389,1,92.36,101.02,NA,NA,NA,97.58,NA,>scaffold_74837,NA
scaffold_25202_2559,1,92.36,101.02,89.25,79.55,NA,97.58,NA,>scaffold_25202,g23704.t1
scaffold_4295_3383,1,92.36,101.02,NA,NA,NA,NA,NA,>scaffold_4295,g7015.t1
scaffold_37124_691,1,92.36,101.02,NA,NA,NA,NA,NA,>scaffold_37124,g28981.t1
scaffold_25202_2628,1,92.89,101.02,89.25,80.14,63.75,97.58,NA,#N/A,#N/A
scaffold_55945_713,1,92.89,101.02,NA,80.14,NA,NA,NA,>scaffold_55945,NA
scaffold_4295_3439,1,92.89,NA,89.25,NA,NA,NA,NA,#N/A,#N/A
scaffold_4447_7543,1,92.89,NA,89.25,NA,NA,NA,NA,>scaffold_4447,g7206.t1
scaffold_57438_750,1,92.89,NA,89.25,NA,NA,NA,NA,>scaffold_57438,NA
scaffold_74837_396,1,92.89,NA,89.25,NA,NA,NA,NA,#N/A,#N/A
1trimcontig239742,1,92.89,NA,NA,79.55,63.17,NA,NA,>scaffold_15620,g17587.t1
SCF149633,1,92.89,NA,NA,79.55,63.17,NA,NA,>scaffold_20715,g21074.t1
scaffold_36351_426,1,92.95,NA,NA,80.14,NA,NA,NA,>scaffold_36351,NA
scaffold_10652_604,1,92.95,NA,NA,80.14,NA,NA,NA,>scaffold_10652,g13610.t1
scf8l,1,94.75,NA,NA,80.74,63.75,NA,NA,>scaffold_17083,g18648.t1
scaffold_25202_2578,1,94.75,NA,NA,NA,63.75,NA,NA,#N/A,#N/A
GVC-C347_380,1,94.75,NA,NA,NA,63.75,NA,NA,>scaffold_6343,g9365.t1
scaffold_33693_971,1,94.93,101.02,NA,NA,NA,103.51,79.47,>scaffold_33693,g27658.t1
scaffold_33693_976,1,94.93,101.02,NA,NA,NA,103.51,79.47,#N/A,#N/A
SCF3362,1,94.93,NA,89.25,NA,64.35,NA,NA,>scaffold_12897,g15485.t1
scaffold_718_4495,1,94.93,NA,NA,NA,63.75,NA,79.47,>scaffold_718,g1713.t1
SCF173212,1,95.35,NA,NA,NA,64.35,NA,NA,>scaffold_8599,g11639.t1
scaffold_185_4067,1,95.35,NA,NA,NA,64.35,NA,79.47,>scaffold_185,g572.t1
scaffold_33693_964,1,95.35,NA,NA,NA,64.35,NA,79.47,#N/A,#N/A
scaffold_1825_2668,1,96.39,106.35,94.96,80.74,64.35,NA,NA,>scaffold_1825,g3588.t1
SCF30816,1,96.39,NA,89.25,NA,79.29,NA,NA,>scaffold_4514,g7280.t1
scaffold_1825_2736,1,97.96,106.62,94.96,83.71,64.35,NA,NA,#N/A,#N/A
scaffold_13468_4506,1,97.96,108.11,94.96,80.74,NA,105.05,79.47,>scaffold_13468,g15946.t1
scaffold_81716_1234,1,100.35,NA,NA,86.1,NA,NA,NA,>scaffold_81716,NA
scaffold_357_3567,1,100.35,NA,NA,86.1,NA,NA,NA,>scaffold_357,g978.t1
1trimcontig182430,1,100.35,NA,NA,86.1,NA,NA,NA,>scaffold_19003,g19957.t1
scaffold_13082_2198,1,100.74,NA,98.94,NA,NA,NA,NA,>scaffold_13082,g15646.t1
scaffold_22372_4239,1,100.74,NA,98.94,NA,NA,NA,NA,>scaffold_22372,NA
scaffold_23231_3533,1,100.74,NA,98.94,NA,NA,NA,NA,>scaffold_23231,g22599.t1
scaffold_120913_200,1,101.03,NA,99.23,NA,NA,NA,NA,>scaffold_120913,NA
scaffold_120913_306,1,101.03,NA,99.23,NA,NA,NA,NA,#N/A,#N/A
scaffold_120913_399,1,101.03,NA,99.23,NA,NA,NA,NA,#N/A,#N/A
scaffold_120913_429,1,101.03,NA,99.23,NA,NA,NA,NA,#N/A,#N/A
scaffold_12871_3707,1,101.03,NA,99.23,NA,NA,NA,NA,>scaffold_12871,g15456.t1
scaffold_29057_3354,1,101.6,110.67,NA,NA,NA,NA,NA,>scaffold_29057,NA
scaffold_13082_2190,1,101.6,110.67,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_13178_3759,1,102.54,110.67,NA,NA,72.15,NA,NA,>scaffold_13178,g15726.t1
scaffold_15803_354,1,102.73,111.8,NA,88.48,NA,105.05,83.96,>scaffold_15803,g17726.t1
scaffold_33830_310,1,102.73,111.8,99.23,88.48,72.15,105.05,NA,>scaffold_33830,NA
scaffold_20280_2588,1,102.73,111.8,102.36,88.48,NA,NA,NA,>scaffold_20280,NA
scaffold_20280_2609,1,102.73,111.8,102.36,88.48,NA,NA,NA,#N/A,#N/A
scaffold_21342_3504,1,102.73,111.8,NA,88.48,72.15,105.05,NA,>scaffold_21342,NA
scaffold_21342_3517,1,102.73,111.8,NA,88.48,NA,NA,NA,#N/A,#N/A
scaffold_23231_3543,1,102.73,111.8,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_49208_980,1,102.73,111.8,NA,NA,NA,NA,89.93,>scaffold_49208,NA
scaffold_49208_996,1,102.73,111.8,NA,NA,NA,NA,89.93,#N/A,#N/A
SCF117157,1,102.73,NA,NA,88.48,NA,105.05,83.96,>scaffold_18896,g19884.t1
scaffold_17261_2727,1,102.73,NA,NA,88.48,NA,NA,NA,>scaffold_17261,g18773.t1
scaffold_33830_309,1,102.73,NA,NA,88.48,NA,105.05,NA,#N/A,#N/A
scaffold_60018_985,1,102.73,NA,NA,88.48,NA,NA,NA,>scaffold_60018,NA
scaffold_32417_1276,1,102.73,NA,NA,NA,NA,105.05,83.96,>scaffold_32417,NA
scaffold_19539_410,1,103.15,NA,NA,NA,72.15,NA,NA,>scaffold_19539,g20301.t1
scaffold_75017_350,1,105.72,115.24,NA,92.06,73.94,NA,NA,>scaffold_75017,NA
scaffold_134769_24,1,105.72,115.24,NA,92.06,73.94,108.04,83.96,>scaffold_134769,NA
scaffold_134769_26,1,105.72,115.24,NA,92.06,73.94,108.04,83.96,#N/A,#N/A
