,Marker,Segregation,,,CNJ02_1_1,CNJ02_1_2,CNJ02_1_3,CNJ02_1_4,CNJ02_1_5,CNJ02_1_6,CNJ02_1_7,CNJ02_1_8,CNJ02_1_9,CNJ02_1_10,CNJ02_1_11,CNJ02_1_12,CNJ02_1_13,CNJ02_1_14,CNJ02_1_15,CNJ02_1_16,CNJ02_1_17,CNJ02_1_18,CNJ02_1_19,CNJ02_1_20,CNJ02_1_21,CNJ02_1_22,CNJ02_1_23,CNJ02_1_24,CNJ02_1_25,CNJ02_1_26,CNJ02_1_27,CNJ02_1_28,CNJ02_1_29,CNJ02_1_30,CNJ02_1_31,CNJ02_1_32,CNJ02_1_33,CNJ02_1_34,CNJ02_1_35,CNJ02_1_36,CNJ02_1_37,CNJ02_1_38,CNJ02_1_39,CNJ02_1_40,CNJ02_1_41,CNJ02_1_42,CNJ02_1_43,CNJ02_1_44,CNJ02_1_45,CNJ02_1_46,CNJ02_1_47,CNJ02_1_48,CNJ02_1_49,CNJ02_1_50,CNJ02_1_51,CNJ02_1_52,CNJ02_1_53,CNJ02_1_54,CNJ02_1_55,CNJ02_1_56,CNJ02_1_57,CNJ02_1_58,CNJ02_1_59,CNJ02_1_60,CNJ02_1_61,CNJ02_1_62,CNJ02_1_63,CNJ02_1_64,CNJ02_1_65,CNJ02_1_66,CNJ02_1_67,CNJ02_1_68,CNJ02_1_69,CNJ02_1_70,CNJ02_1_71,CNJ02_1_72,CNJ02_1_73,CNJ02_1_74,CNJ02_1_75,CNJ02_1_76,CNJ02_1_77,CNJ02_1_78,CNJ02_1_79,CNJ02_1_80,CNJ02_1_81,CNJ02_1_82,CNJ02_1_83,CNJ02_1_84,CNJ02_1_85,CNJ02_1_86,CNJ02_1_87,CNJ02_1_88,CNJ02_1_89,CNJ02_1_90,CNJ02_1_91,CNJ02_1_92,CNJ02_1_93,CNJ02_1_94,CNJ02_1_95,CNJ02_1_96,CNJ02_1_97,CNJ02_1_98,CNJ02_1_99,CNJ02_1_100,CNJ02_1_101,CNJ02_1_102,CNJ02_1_103,CNJ02_1_104,CNJ02_1_105,CNJ02_1_106,CNJ02_1_107,CNJ02_1_108,CNJ02_1_109,CNJ02_1_110,CNJ02_1_111,CNJ02_1_112,CNJ02_1_113,CNJ02_1_114,CNJ02_1_115,CNJ02_1_116,CNJ02_1_117,CNJ02_1_118,CNJ02_1_119,CNJ02_1_120,CNJ02_1_121,CNJ02_1_122,CNJ02_1_124,CNJ02_1_125,CNJ02_1_126,CNJ02_1_127,CNJ02_1_128,CNJ02_1_129,CNJ02_1_130,CNJ02_1_131,CNJ02_1_132,CNJ02_1_133,CNJ02_1_134,CNJ02_1_135,CNJ02_1_136,CNJ02_1_137,CNJ02_1_138,CNJ02_1_139,CNJ02_1_140,CNJ02_1_141,CNJ02_1_142,CNJ02_1_143,CNJ02_1_144,CNJ02_1_145,CNJ02_1_146,CNJ02_1_147,CNJ02_1_148,CNJ02_1_149,CNJ02_1_150,CNJ02_1_151,CNJ02_1_152,CNJ02_1_153,CNJ02_1_154,CNJ02_1_155,CNJ02_1_156,CNJ02_1_157,CNJ02_1_167,CNJ02_1_171,CNJ02_1_172,CNJ02_1_177,CNJ02_1_181,CNJ02_1_182,CNJ02_1_186,CNJ02_1_187,CNJ02_1_188,CNJ02_1_189,CNJ02_1_191,CNJ02_1_193,CNJ02_1_198,CNJ02_1_200,CNJ02_1_201,CNJ02_1_203,CNJ02_1_204,CNJ02_1_207,CNJ02_1_225,CNJ02_1_226,CNJ02_1_228,CNJ02_1_235,CNJ02_1_159,CNJ02_1_160,CNJ02_1_161,CNJ02_1_162,CNJ02_1_163,CNJ02_1_164,CNJ02_1_165,CNJ02_1_166,CNJ02_1_168,CNJ02_1_169,CNJ02_1_170,CNJ02_1_173,CNJ02_1_174,CNJ02_1_175,CNJ02_1_176,CNJ02_1_178,CNJ02_1_179,CNJ02_1_180,CNJ02_1_184,CNJ02_1_185,CNJ02_1_190,CNJ02_1_192,CNJ02_1_232,CNJ02_1_195,CNJ02_1_196,CNJ02_1_197,CNJ02_1_199,CNJ02_1_202,CNJ02_1_205,CNJ02_1_206,CNJ02_1_208,CNJ02_1_209,CNJ02_1_210,CNJ02_1_212,CNJ02_1_213,CNJ02_1_214,CNJ02_1_219,CNJ02_1_220,CNJ02_1_222,CNJ02_1_223,CNJ02_1_224,CNJ02_1_227,CNJ02_1_229,CNJ02_1_231
175,SCF15845,<efxeg>,4,4,eg,ee,fg,ef,ef,eg,fg,fg,ef,ef,ef,fg,eg,eg,ee,ee,fg,fg,ef,ee,ef,ef,ee,ef,ef,eg,fg,eg,fg,ef,eg,fg,fg,ee,eg,ef,ee,ee,fg,ee,ef,ee,ee,ee,fg,eg,fg,fg,fg,fg,eg,eg,ef,fg,eg,eg,ef,ef,ee,ef,eg,eg,ef,ef,fg,ef,ee,eg,ef,ee,eg,fg,eg,fg,eg,eg,eg,fg,ee,ee,ef,ee,ee,eg,ef,eg,fg,ef,fg,fg,fg,fg,ef,ef,fg,ee,fg,fg,ef,ee,ee,fg,ee,ef,ee,ef,ef,ef,ee,fg,ee,eg,fg,fg,fg,fg,fg,ee,ef,eg,eg,eg,eg,ef,eg,ef,fg,ee,ef,ef,ef,ee,ee,eg,eg,ee,eg,fg,ef,ef,ee,eg,eg,fg,eg,ef,fg,ef,fg,ee,ee,eg,ef,ee,eg,eg,ef,ef,ef,eg,eg,fg,fg,ee,ef,eg,fg,ef,eg,eg,ef,ee,eg,eg,ee,eg,ef,ee,ee,ef,eg,ee,fg,ef,fg,fg,ee,ee,fg,fg,ef,fg,ee,eg,ee,ee,ef,fg,ee,eg,ee,fg,ee,fg,ef,eg,fg,fg,eg,ee,ef,eg,ef,fg,ee,eg,ef,ef,eg,fg,eg,ef
176,SCF26697,<efxeg>,4,4,ee,ef,fg,ee,ee,ef,ef,ee,ee,ge,fg,ee,ef,ee,ee,ee,ee,ee,fg,ef,ef,ge,fg,ge,fg,fg,ge,ee,ge,ee,ee,fg,fg,ef,ef,fg,ge,ef,ef,ee,fg,fg,ge,ee,ef,ge,ef,ef,fg,ee,ge,ee,fg,ge,ge,ge,ef,ge,ef,ee,ef,ee,ef,ge,ef,fg,ge,ef,ef,fg,ge,ef,ef,fg,ge,ee,ge,fg,ef,fg,ge,ee,ge,fg,ge,fg,ee,ef,ef,ge,fg,ee,fg,ef,ef,ee,ef,ef,ef,fg,ef,fg,ee,ef,ge,fg,ee,ef,fg,ge,ge,ge,ge,ef,ef,fg,fg,ee,ee,fg,ee,ge,ef,ef,fg,fg,ee,ge,ge,fg,ee,ef,ee,ef,ge,ef,ge,ef,ge,ef,fg,ef,ef,ge,ee,fg,ee,ef,ee,ge,ge,ee,fg,ef,fg,fg,ge,fg,ef,ee,fg,ef,ef,ef,fg,ee,ee,ee,ef,ef,fg,fg,fg,fg,ge,ee,ee,fg,ee,ef,ee,ge,ef,fg,fg,ee,fg,fg,ge,ge,ge,ef,ge,fg,ee,ee,ge,fg,ge,ge,ee,ge,ge,ee,fg,fg,ee,ef,ge,ee,ee,ef,ge,ef,ge,ef,ge,fg,fg,fg,ee,ge
177,ct119523,<efxeg>,4,4,ee,ef,fg,ee,ee,ef,ef,ee,ee,ge,fg,ee,ef,ee,ee,ee,ee,ee,fg,ef,ef,ge,fg,ge,fg,fg,ee,ee,ge,ee,ee,fg,fg,ef,ef,fg,ge,ef,ef,ee,fg,fg,ge,ee,ef,ge,ef,ef,fg,ee,ge,ee,fg,ge,ge,ge,--,ge,ef,ee,ef,ee,ef,ge,ef,fg,ge,ef,fg,fg,--,ef,ef,fg,ge,ee,ge,fg,ef,fg,ge,ee,ge,fg,ge,fg,ee,ef,ef,ge,fg,ee,fg,ef,ef,ee,ef,ef,ef,fg,ef,fg,ee,ef,ge,fg,ge,ef,fg,ge,ge,ge,ge,ef,ef,fg,ef,ee,ee,fg,ee,ge,ef,ef,fg,fg,ee,ge,ge,fg,ee,ef,ee,ef,ge,ef,ge,ef,ge,ef,fg,ef,ef,ge,ee,fg,ee,ef,ee,ge,ge,ee,fg,ef,fg,fg,ge,fg,ef,ee,ef,ef,ef,ef,fg,ee,ee,ee,ef,ef,fg,fg,fg,fg,ge,ge,ee,fg,ee,ef,ee,ge,ef,fg,fg,ee,fg,fg,ge,ge,ge,ef,ge,fg,ee,ee,ge,fg,ge,ge,ee,ge,ge,ee,fg,fg,ee,ef,ge,ee,ee,ef,ge,ef,ge,ef,ge,fg,fg,fg,ee,ge
178,scf6955c,<efxeg>,4,4,fg,ef,eg,ee,ee,fg,eg,eg,ee,ee,ee,eg,fg,fg,ef,ef,eg,eg,ef,ef,ee,ee,ef,ee,ee,fg,eg,fg,eg,ee,fg,eg,ee,ef,fg,ee,ef,ef,ee,fg,ee,ef,ef,ef,eg,ef,eg,fg,eg,eg,ef,fg,ee,fg,ef,fg,eg,ee,ef,ef,fg,fg,ee,ee,eg,eg,ef,fg,ee,ee,fg,eg,eg,eg,--,fg,fg,eg,ef,ef,ef,fg,ef,fg,ee,ee,eg,ee,eg,eg,eg,fg,ee,ee,eg,eg,eg,eg,ee,ef,ef,eg,ef,ee,ef,ee,ee,eg,ef,ee,ef,ef,fg,eg,eg,eg,eg,fg,ee,ef,fg,fg,fg,ee,eg,ee,eg,ef,ee,ee,ee,ef,ef,eg,fg,eg,fg,eg,ee,ee,ee,fg,eg,eg,fg,ee,eg,ee,ee,ef,ef,fg,ee,ef,ef,fg,ee,ee,ee,fg,fg,eg,eg,ee,ee,fg,eg,ee,fg,eg,eg,ef,fg,fg,ef,fg,eg,ef,ef,ee,fg,ef,eg,ee,eg,ee,ee,ee,ef,ef,ef,eg,ef,eg,ef,ef,ee,fg,ef,fg,ef,eg,ef,eg,ee,eg,fg,eg,fg,ef,ee,fg,ee,eg,ef,fg,ef,ee,fg,eg,fg,ee
179,vm52682,<efxeg>,4,4,ee,ee,ef,ef,fg,ee,ef,ee,fg,fg,fg,ef,ee,ee,ee,eg,ef,ef,eg,eg,fg,fg,eg,fg,fg,ee,ef,ee,ef,fg,ee,ef,fg,fg,ef,fg,eg,eg,fg,ee,fg,fg,eg,eg,ef,eg,ef,ee,fg,ef,eg,ee,fg,ee,eg,ee,ef,eg,eg,ee,ee,ee,fg,fg,ef,ef,eg,ee,fg,fg,ee,ef,ef,ef,ee,ee,ee,ef,ee,eg,eg,ee,eg,ee,fg,fg,ee,fg,ef,ee,ef,ee,fg,fg,ef,eg,ef,ef,fg,eg,ee,fg,eg,fg,eg,fg,fg,ef,eg,ef,eg,eg,eg,ef,ef,ef,ef,ee,eg,eg,ee,eg,ef,fg,ef,fg,ef,eg,fg,fg,fg,ee,eg,ef,ee,ef,ee,ef,fg,fg,fg,ee,ef,ef,ee,fg,ef,fg,fg,eg,eg,ee,fg,eg,fg,ee,ef,fg,fg,ee,ee,ef,ef,fg,fg,eg,ee,fg,ef,ef,ef,eg,eg,eg,eg,ee,ef,eg,eg,fg,ee,eg,ef,fg,ef,eg,fg,fg,eg,eg,eg,ef,eg,ef,eg,fg,fg,ee,eg,ee,eg,ee,eg,ef,fg,ef,ee,ef,ee,eg,fg,ee,fg,ef,eg,ee,eg,fg,ee,fg,ee,fg
180,SCF100820,<efxeg>,4,4,eg,eg,ef,fg,ef,ee,ee,fg,ef,fg,fg,ef,ef,ee,ee,fg,ef,eg,ef,ef,fg,ef,ee,fg,fg,eg,ef,eg,ef,fg,eg,ef,ee,eg,ee,ef,eg,fg,ef,eg,fg,eg,fg,ef,ef,ee,ee,ef,ee,ef,ef,ef,fg,fg,ee,ee,fg,fg,fg,ef,ee,ee,ee,fg,ef,fg,ee,ee,fg,eg,ee,ef,ee,eg,ee,ee,ee,ee,eg,eg,fg,eg,eg,ee,fg,ef,ee,fg,ef,ef,ee,fg,ef,fg,ef,ee,fg,ef,eg,eg,eg,ef,ee,fg,eg,eg,ef,eg,eg,ef,fg,ef,ef,ef,ee,ef,ef,eg,fg,ee,ee,ef,ee,eg,ee,fg,ef,fg,fg,eg,fg,ee,eg,eg,ee,eg,ee,fg,fg,fg,ee,ee,fg,ef,ee,fg,ef,fg,ef,eg,eg,ee,fg,eg,ef,ee,fg,eg,fg,ee,ee,ef,ef,ee,fg,ee,fg,fg,ee,eg,ef,eg,ee,ef,eg,eg,fg,ee,eg,eg,eg,eg,ee,fg,fg,ef,ee,eg,ef,ef,fg,fg,eg,eg,ee,eg,fg,ef,fg,ee,eg,ef,eg,fg,fg,ee,fg,ef,ef,eg,fg,ee,fg,ef,eg,ef,fg,fg,ee,ef,ee,fg
181,SCF113389,<efxeg>,4,4,ee,ef,ef,ef,fg,ee,ef,ee,fg,fg,fg,ef,ee,ee,ee,eg,ef,ef,eg,eg,fg,fg,eg,eg,fg,ef,ef,ee,ef,eg,ee,ef,fg,ef,ef,fg,eg,eg,fg,ee,fg,fg,eg,eg,ef,eg,ef,ee,fg,ef,eg,ee,fg,ee,eg,ee,ef,eg,eg,ee,ee,ee,fg,fg,ef,fg,eg,ee,fg,fg,ee,ef,ef,ef,ee,ee,ee,fg,ef,eg,eg,ee,eg,ee,fg,fg,ee,fg,ef,ee,fg,ee,fg,fg,ef,ee,ef,ef,fg,eg,ee,fg,ee,ef,eg,fg,fg,ef,eg,ef,eg,eg,eg,ef,ef,ef,ef,ee,eg,eg,ee,eg,ef,ef,ef,fg,ef,ee,fg,fg,fg,ee,eg,ef,ee,ef,ee,ef,eg,fg,fg,ef,ef,ef,ee,fg,ef,ef,fg,eg,eg,ee,fg,eg,fg,ef,fg,fg,fg,ee,ee,ef,--,fg,fg,eg,ee,fg,fg,ef,ef,eg,eg,eg,eg,ee,ef,eg,eg,fg,ee,eg,ef,fg,fg,eg,fg,fg,eg,eg,eg,ef,eg,ef,eg,fg,fg,ee,eg,ee,eg,ee,eg,ef,fg,ef,ee,ef,ee,ee,ef,ee,fg,ef,eg,eg,eg,fg,ee,fg,ee,fg
182,SCF140628,<efxeg>,4,4,ee,ef,ef,ef,fg,ee,ef,ee,fg,fg,fg,ef,ee,ee,ee,eg,ef,eg,eg,eg,fg,fg,eg,eg,fg,ef,--,ee,ef,fg,ee,ef,fg,ef,ef,fg,eg,eg,fg,ee,fg,fg,eg,eg,ef,eg,ef,ee,fg,ef,eg,ee,fg,ee,eg,ee,ef,eg,eg,ee,ee,ee,fg,fg,ef,fg,eg,ee,fg,fg,ee,ef,ef,ef,ee,--,ee,fg,ee,eg,eg,ee,eg,ee,fg,fg,ee,fg,ef,ee,ef,ee,fg,fg,ef,ee,ef,ef,fg,eg,ee,fg,ee,fg,eg,fg,fg,ef,eg,ef,eg,eg,eg,ef,ef,ef,ef,ee,eg,eg,ee,eg,ef,fg,ef,fg,ef,eg,fg,fg,fg,ee,eg,ef,ee,ef,ee,ef,fg,fg,fg,ef,ef,ef,ee,fg,ef,ef,fg,eg,eg,ee,fg,eg,fg,ef,ef,fg,fg,ee,ee,ef,fg,fg,fg,eg,ee,fg,ef,ef,ef,eg,eg,ee,eg,ee,ef,eg,eg,fg,ee,eg,ef,fg,ef,--,fg,fg,eg,eg,eg,ef,eg,ef,eg,fg,fg,ee,eg,ee,eg,ee,eg,ef,fg,ef,ee,ef,ee,eg,ef,ee,fg,ef,eg,eg,eg,fg,ee,fg,ee,fg
183,scf24k,<efxeg>,4,4,eg,eg,ef,fg,ef,ee,ee,fg,ef,fg,fg,ef,ef,ee,eg,fg,ef,eg,ef,ef,fg,ef,ee,fg,fg,eg,ef,eg,ef,fg,eg,ef,ee,eg,ee,ef,eg,fg,ef,eg,fg,eg,fg,ef,ef,ee,ee,ef,ee,ef,--,ef,fg,fg,ee,ee,fg,fg,fg,ef,ee,ee,ee,fg,ef,fg,ee,ee,fg,eg,ee,ef,ee,ee,ee,ee,ee,ee,eg,eg,fg,eg,eg,ee,fg,ef,ee,fg,ef,ef,ee,fg,ef,fg,ef,ee,fg,ef,eg,fg,eg,ef,ee,fg,eg,eg,ef,eg,eg,eg,fg,ef,ef,ef,ee,ef,ef,eg,fg,ee,ee,ef,ee,eg,ee,fg,ef,fg,fg,eg,fg,ee,eg,eg,ee,eg,ee,fg,fg,fg,ee,ee,fg,ef,ee,fg,ef,fg,ef,eg,eg,ee,fg,eg,ef,ee,fg,eg,fg,ee,ee,ef,ef,ee,fg,ee,fg,fg,ee,eg,ef,eg,ee,ef,eg,eg,fg,ee,eg,eg,eg,eg,ee,fg,fg,ef,ee,eg,ef,ef,fg,fg,eg,eg,ee,eg,fg,ef,fg,eg,eg,ef,eg,fg,fg,ee,fg,ef,ef,eg,fg,ee,fg,ef,eg,ef,fg,fg,ee,ef,ee,fg
184,SCF46912,<efxeg>,4,4,eg,eg,ef,ef,ef,ee,ee,fg,ef,fg,fg,ef,fg,ef,eg,fg,ef,ef,ef,ef,fg,ef,ef,fg,eg,ee,fg,eg,ef,fg,eg,ef,ee,eg,ee,ef,eg,fg,ef,eg,fg,eg,fg,ef,ef,ee,eg,ef,ee,ef,ef,fg,fg,fg,ee,eg,fg,fg,fg,ef,eg,ee,ee,fg,ef,fg,eg,ee,ef,eg,ee,fg,ee,ee,eg,ee,ee,ee,eg,ee,fg,fg,eg,ee,fg,fg,ee,eg,ef,ef,eg,fg,ef,fg,ef,ee,fg,ef,eg,ef,eg,ef,ee,fg,ee,eg,ef,eg,eg,eg,ef,ef,ef,ee,ee,ef,ef,eg,fg,ee,eg,ef,ee,eg,ee,fg,fg,fg,ef,eg,fg,ee,fg,eg,fg,eg,ef,fg,fg,ef,ee,ef,fg,ef,ee,ef,ee,fg,ef,eg,eg,ee,fg,ee,ef,ee,fg,eg,fg,ef,ee,ef,ef,ee,fg,ee,fg,fg,eg,eg,ef,ef,ee,ef,eg,eg,eg,ee,fg,eg,eg,eg,ee,fg,fg,ef,ee,ee,ef,ef,fg,fg,eg,eg,ef,eg,fg,fg,ef,eg,ef,ee,eg,fg,ef,ee,fg,ef,ef,ee,fg,ee,ef,fg,eg,ef,fg,fg,ee,ef,ee,eg
185,281884_K70,<efxeg>,4,4,ef,--,ee,ef,ef,eg,ee,fg,ef,fg,ee,ef,fg,ef,ee,fg,ee,ee,ef,ef,fg,ef,ef,fg,ee,ee,fg,eg,ef,fg,eg,eg,eg,eg,ee,ef,eg,eg,ef,fg,eg,eg,fg,ef,ef,ee,eg,ef,ee,ee,ef,fg,fg,fg,ee,eg,ef,ef,ef,ef,eg,ee,ee,fg,ef,fg,eg,ee,ef,eg,ee,fg,eg,ee,eg,ee,ee,ee,eg,ee,fg,fg,eg,ee,ef,fg,ee,eg,fg,ef,eg,fg,ef,fg,ef,ee,ef,ef,eg,fg,ee,fg,ef,fg,ee,eg,ef,eg,ee,fg,ef,fg,ef,ee,eg,ef,ef,fg,ef,ee,eg,ef,ee,eg,ee,fg,fg,fg,ef,ee,ef,ee,fg,eg,fg,eg,ef,fg,ef,ef,eg,ef,fg,ef,ee,ef,ee,fg,ef,eg,eg,ee,eg,eg,ef,ee,fg,eg,fg,ef,ef,ef,ee,ee,fg,ee,fg,fg,eg,eg,ef,fg,ee,ef,eg,eg,eg,ee,fg,eg,eg,eg,ee,fg,fg,fg,ee,ee,ef,ef,fg,fg,eg,eg,ef,eg,fg,fg,ef,eg,ef,ee,eg,fg,ef,ee,fg,fg,ef,ee,fg,ee,ef,fg,ee,fg,fg,eg,ee,ef,ee,eg
186,SCF51810,<efxeg>,4,4,ef,fg,ee,ef,ef,eg,ee,fg,ef,fg,ee,ef,fg,ef,ee,fg,ef,ef,ef,ef,fg,ef,ef,fg,ee,ee,fg,eg,ef,fg,eg,eg,eg,eg,ee,ef,eg,eg,ef,fg,eg,eg,fg,ef,ef,ee,eg,ef,ee,ef,ef,fg,fg,fg,ee,eg,ef,ef,fg,ef,eg,ee,ee,fg,ef,fg,eg,ee,ef,eg,ee,fg,eg,ee,eg,ee,ee,ee,eg,ee,fg,fg,eg,eg,fg,fg,ee,eg,fg,ef,eg,fg,ef,fg,ef,ee,ef,ef,eg,fg,eg,fg,ef,fg,ee,eg,ef,eg,ee,fg,ef,fg,ef,ee,eg,ef,ef,fg,ef,ee,eg,ef,ee,eg,ee,fg,fg,fg,ef,ee,ef,ee,fg,eg,fg,eg,ef,fg,ef,ef,eg,ef,fg,ef,ee,ef,ee,fg,ef,eg,eg,ee,eg,eg,ef,ee,fg,eg,fg,ef,ef,ef,ef,ee,fg,ee,fg,fg,eg,eg,ef,fg,ee,ee,eg,eg,eg,ee,fg,eg,eg,eg,ee,fg,fg,fg,ee,ee,ef,ef,fg,fg,eg,eg,ef,eg,fg,fg,ef,eg,ef,ee,eg,fg,ef,ee,fg,ef,ef,ef,fg,ee,ef,fg,ee,fg,fg,eg,ee,ef,ee,eg
187,SCF9157,<efxeg>,4,4,fg,eg,ee,fg,ef,fg,eg,fg,ef,ee,ee,fg,fg,fg,fg,ef,fg,fg,ee,ef,ee,ee,ee,ef,ee,ee,fg,fg,ee,ef,fg,eg,ee,eg,eg,ee,ef,ee,eg,fg,ee,ee,ef,ef,eg,fg,eg,fg,ee,eg,ef,fg,eg,fg,ef,ef,eg,ef,ef,fg,fg,fg,ee,ee,eg,ee,ef,eg,eg,ee,fg,eg,eg,eg,ef,fg,fg,ee,eg,ee,ef,fg,ef,ee,ef,ee,fg,ee,eg,fg,ee,fg,ee,eg,eg,fg,eg,eg,ee,ef,eg,ee,fg,eg,ef,ee,ef,eg,ee,fg,ef,ef,ef,eg,eg,eg,eg,fg,ef,ee,fg,ef,eg,eg,eg,ee,eg,ef,ef,ee,fg,fg,ef,eg,fg,eg,ef,eg,ef,eg,ee,ee,eg,ee,fg,ee,eg,eg,ee,ef,ef,fg,ee,ef,ee,ee,ef,ee,eg,fg,eg,eg,eg,eg,ee,ef,ef,ef,eg,eg,ee,ee,ef,ef,ef,fg,eg,ee,ef,ee,fg,ef,eg,ee,ee,ef,ee,ee,ef,ef,ef,eg,ef,eg,ef,eg,ee,eg,ef,ef,ef,ef,ef,fg,ee,eg,fg,eg,fg,fg,fg,eg,ef,eg,ef,ef,ef,ee,ee,ee,fg,ee
188,scf1172,<abxcd>,4,4,ac,bc,bd,bc,ad,ac,bc,ac,ad,bd,bd,bc,ac,ac,ac,ad,bc,bc,bd,ad,bd,bd,bd,ad,bd,bc,ac,ac,bd,ad,ac,bc,bd,bc,bc,bd,ad,ad,bd,ac,bd,bd,ad,ad,bc,ad,bc,ac,bd,bc,ad,ac,bc,ac,ad,ad,bc,ad,ad,ac,ac,ac,bd,bd,bc,bd,ad,ac,bc,bd,ac,bc,bc,bc,ac,ac,ac,bd,bc,bd,ad,ac,ad,ad,bd,bd,ac,bd,bc,ac,bd,ac,bd,bd,bc,ac,bc,bc,bd,ad,bc,bd,ac,bc,ad,bd,bd,bc,ad,ac,ad,ad,ad,bc,bc,bc,bc,ac,ad,bd,ac,ad,bc,bc,bc,bd,bc,ad,ad,bd,ad,ac,ad,bc,ac,bc,ad,bc,ad,bd,bd,bd,bc,bc,ac,bd,bc,bc,bd,ad,ad,ac,bd,ad,bd,bd,ad,bd,bc,ac,bc,bc,bc,bc,bd,ad,ac,ad,bd,bc,bd,ad,ad,ad,ad,ac,bc,bd,ad,bd,ac,ad,bc,bd,bd,ad,bd,bd,ad,ad,ad,bc,ad,bc,ad,bc,bd,ac,ad,ac,ad,ad,ad,bc,bd,bc,ac,bc,ac,ac,ac,bc,ad,bc,ad,ad,ad,bd,bc,bd,ac,bd
189,scf26r,<abxcd>,4,4,ac,ad,bc,ac,ac,bd,bc,ad,ac,ad,bc,ac,ad,ac,bc,ad,ac,ac,ac,ac,ad,ac,ac,ad,bc,bc,ad,bd,ac,ad,bd,bd,bd,bd,bc,ac,bd,bd,ac,ad,bd,bd,ad,ac,ac,bc,bd,ac,bc,ac,ac,ad,ad,ad,bc,bd,ac,ac,ad,ac,bd,bc,bc,ad,ac,ad,bd,bc,--,bd,bc,ad,bd,bc,bd,bc,bc,bc,bd,bc,ad,ad,bd,bc,ad,ad,bc,bd,ad,ac,bd,ad,ac,ad,ac,bc,ac,ac,bd,ad,bd,ad,ac,ad,bc,bd,ac,bd,bc,ad,ad,ad,ac,bc,bd,ac,ac,ad,ad,bc,bd,ac,bc,bd,bc,ad,ad,ad,ac,bc,ac,bc,ad,bd,ad,bd,ac,ad,ac,ac,bc,ac,ad,ac,bc,ac,bc,ad,ac,bd,bd,bc,bd,bd,ac,bc,ad,bd,ad,ac,ac,ac,ac,bc,ad,bc,ad,ad,bd,bd,ac,ad,bc,bc,--,bd,bd,bc,ad,bd,bd,bd,bc,ad,ad,ad,bc,bc,ac,ac,ad,ad,bd,bd,ac,bd,--,ad,ad,bd,ac,bc,bd,ad,ac,bc,ad,ac,ac,ac,ad,bc,ac,ad,bc,ad,ad,bd,bc,ac,bc,bd
190,SCF28100,<abxcd>,4,4,ac,ad,bc,bd,bd,ac,bc,bc,bd,bd,bd,bc,ac,ac,ad,ad,bc,bc,ad,ad,bd,bd,ad,bd,bd,ac,bc,ac,bc,bd,ac,bc,bd,ad,ac,bd,ad,ad,bd,ad,bd,ad,ad,ad,bc,ad,bc,ac,bc,bc,ac,ac,bd,ac,ac,ac,bc,bd,ad,ad,ac,ac,bd,bd,bc,bc,ad,ac,bd,bd,ac,bc,bc,bc,ac,ac,ac,bc,ad,ad,ad,ac,ad,ac,bd,bd,bc,bd,bc,bc,bc,ac,bd,bd,bc,ad,bc,bc,bd,ad,ad,bc,ad,bd,ad,bd,bd,bc,ad,bd,ad,ad,ac,bc,bc,bc,bc,ac,bd,ad,ac,ac,ac,bd,bc,bd,bc,ad,bd,bd,bd,ad,ad,bc,ac,bd,ac,bc,bd,bd,bd,ac,bc,bc,ac,bd,bc,bd,bd,ad,ad,ac,bd,ad,ad,ac,bd,bd,bd,ac,ac,bc,bc,ad,bd,ac,bc,bd,ac,bc,bd,ad,ac,ac,ad,ac,bc,ad,ad,bd,ac,ad,bc,bd,bc,bd,bd,bd,ac,ac,ad,bc,ad,bc,ad,ad,bd,ac,ad,ac,ad,bc,ad,bc,bd,ac,ac,bc,ac,ad,bd,ac,bd,bc,ad,ac,bd,bd,ac,bc,ac,bd
191,416328_K63,<abxcd>,4,4,bd,ad,ad,ad,bc,bd,ad,bd,ac,ac,ac,ad,bd,bd,bd,bc,ad,bc,bc,bc,ac,ac,bc,bc,ac,ad,ad,bd,ad,bc,bd,ad,ac,ad,ad,ac,bc,bc,ac,bd,ac,ac,bc,bc,ad,bc,ad,bd,ac,ad,bc,bd,ac,bd,bc,bd,--,bc,bc,bd,bd,bd,ac,ac,ad,ac,bc,bd,ac,ac,bd,ad,ad,ad,bd,bd,bd,ac,ad,ac,bc,bd,bc,bd,ac,ac,bd,ac,ad,bd,ac,bd,ac,ac,ad,bd,ad,ad,ac,bc,ad,ac,bd,ad,bc,ac,ac,ad,bc,ad,bc,bc,bc,ad,ad,ad,ad,bd,bc,bc,bd,bc,ad,ad,ad,ac,ad,bc,bc,ac,ac,bd,bc,ad,bd,ad,bc,ad,bc,ac,ac,ad,ad,ad,--,ac,ad,ad,ac,bc,bc,bd,ac,bc,ac,ad,ac,ac,ac,bd,ad,ad,ac,ad,ac,bc,bd,bc,ac,ad,ad,bc,bc,bd,bc,bd,ad,bc,bc,ac,--,bc,ad,ac,ac,bc,ac,ac,bc,bc,bc,ad,bc,ad,bc,ac,ac,bd,bc,bd,bc,bc,bc,ad,ac,ad,bd,ad,bd,bd,ad,bd,ac,ad,bc,bc,bc,ac,bd,ac,bd,ac
